nyear1,countyname,SourceType,mun,mfg,mining,power,irrig,livestock
1990,SAN AUGUSTINE ,Groundwater,402,0,0,0,0,249
1990,SAN AUGUSTINE ,Surfacewater,880,0,0,0,0,374
1990,SAN JACINTO   ,Groundwater,"1,882",21,0,0,0,110
1990,SAN JACINTO   ,Surfacewater,90,0,0,0,0,165
1990,SAN PATRICIO  ,Groundwater,"1,920",2,57,0,"1,110",74
1990,SAN PATRICIO  ,Surfacewater,"6,011","7,433",0,0,0,673
1990,SAN SABA      ,Groundwater,363,0,86,0,573,897
1990,SAN SABA      ,Surfacewater,909,0,0,0,"5,161",224
1990,SCHLEICHER    ,Groundwater,485,0,79,0,"1,065",484
1990,SCHLEICHER    ,Surfacewater,0,0,0,0,0,120
1990,SCURRY        ,Groundwater,565,0,"2,135",0,"1,026",46
1990,SCURRY        ,Surfacewater,"2,620",0,0,0,306,422
1990,SHACKELFORD   ,Groundwater,0,0,211,0,73,76
1990,SHACKELFORD   ,Surfacewater,788,0,68,0,164,692
1990,SHELBY        ,Groundwater,"1,581",69,0,0,12,785
1990,SHELBY        ,Surfacewater,"1,402","1,135",0,0,28,"1,178"
1990,SHERMAN       ,Groundwater,614,0,23,0,"247,675","1,999"
1990,SHERMAN       ,Surfacewater,0,0,0,0,0,499
1990,SMITH         ,Groundwater,"12,046","1,008",689,0,9,483
1990,SMITH         ,Surfacewater,"15,219","2,333",7,0,171,725
1990,SOMERVELL     ,Groundwater,771,0,261,45,158,64
1990,SOMERVELL     ,Surfacewater,0,0,69,"9,800",192,64
1990,STARR         ,Groundwater,827,0,125,0,434,129
1990,STARR         ,Surfacewater,"5,299",0,414,0,"45,000","1,171"
1990,STEPHENS      ,Groundwater,0,0,656,0,25,60
1990,STEPHENS      ,Surfacewater,"1,822",7,4,0,475,548
1990,STERLING      ,Groundwater,305,0,298,0,920,291
1990,STERLING      ,Surfacewater,0,0,0,0,0,72
1990,STONEWALL     ,Groundwater,259,0,410,0,511,41
1990,STONEWALL     ,Surfacewater,97,0,0,0,27,374
1990,SUTTON        ,Groundwater,"1,175",0,38,0,771,590
1990,SUTTON        ,Surfacewater,0,0,0,0,346,147
1990,SWISHER       ,Groundwater,445,0,0,0,"139,650","3,118"
1990,SWISHER       ,Surfacewater,"1,081",0,0,0,0,778
1990,TARRANT       ,Groundwater,"15,317","1,290",0,0,0,418
1990,TARRANT       ,Surfacewater,"211,373","51,810",84,"4,212",111,418
1990,TAYLOR        ,Groundwater,200,4,170,0,350,190
1990,TAYLOR        ,Surfacewater,"27,173","1,634",0,0,136,"1,716"
1990,TERRELL       ,Groundwater,324,0,42,0,388,385
1990,TERRELL       ,Surfacewater,0,0,0,0,0,20
1990,TERRY         ,Groundwater,581,0,822,0,"131,901",185
1990,TERRY         ,Surfacewater,"1,366",0,0,0,0,46
1990,THROCKMORTON  ,Groundwater,12,0,20,0,0,116
1990,THROCKMORTON  ,Surfacewater,277,0,0,0,0,"1,050"
1990,TITUS         ,Groundwater,570,209,318,4,0,469
1990,TITUS         ,Surfacewater,"3,565","2,043","1,393","36,402",0,705
1990,TOM GREEN     ,Groundwater,"1,708",11,66,0,"26,347",114
1990,TOM GREEN     ,Surfacewater,"18,571",616,0,869,"17,192","1,028"
1990,TRAVIS        ,Groundwater,"8,300",412,0,21,448,471
1990,TRAVIS        ,Surfacewater,"106,670","5,831","2,288","4,129",352,471
1990,TRINITY       ,Groundwater,"1,006",0,0,0,4,191
1990,TRINITY       ,Surfacewater,795,3,0,0,0,286
1990,TYLER         ,Groundwater,"2,043",32,0,0,3,115
1990,TYLER         ,Surfacewater,0,0,0,0,15,172
1990,UPSHUR        ,Groundwater,"3,957",192,0,0,0,530
1990,UPSHUR        ,Surfacewater,635,0,0,0,0,795
1990,UPTON         ,Groundwater,810,0,"1,308",0,"14,070",122
1990,UPTON         ,Surfacewater,0,0,0,0,0,30
1990,UVALDE        ,Groundwater,"5,213",557,399,0,"137,856",497
1990,UVALDE        ,Surfacewater,65,0,0,0,"2,813",497
1990,VAL VERDE     ,Groundwater,"3,213",0,95,0,350,553
1990,VAL VERDE     ,Surfacewater,"6,945",0,0,0,"1,492",138
1990,VAN ZANDT     ,Groundwater,"3,467",170,781,0,0,885
1990,VAN ZANDT     ,Surfacewater,"1,889",53,55,0,50,"1,328"
1990,VICTORIA      ,Groundwater,"11,545",489,"2,409",865,"13,151",763
1990,VICTORIA      ,Surfacewater,0,"19,543",0,22,548,508
1990,WALKER        ,Groundwater,"4,688",190,5,0,324,292
1990,WALKER        ,Surfacewater,"3,561",23,0,0,21,438
1990,WALLER        ,Groundwater,"4,600",39,905,0,"26,370",731
1990,WALLER        ,Surfacewater,287,0,0,0,0,487
1990,WARD          ,Groundwater,"3,849",3,907,"5,570",207,134
1990,WARD          ,Surfacewater,0,0,0,0,"12,170",7
1990,WASHINGTON    ,Groundwater,"1,688",323,93,0,205,160
1990,WASHINGTON    ,Surfacewater,"2,336",147,0,0,0,"1,445"
1990,WEBB          ,Groundwater,505,2,274,0,179,198
1990,WEBB          ,Surfacewater,"35,511",19,106,"1,504","5,801","1,791"
1990,WHARTON       ,Groundwater,"6,218",396,4,0,"155,474",728
1990,WHARTON       ,Surfacewater,0,0,"2,646",0,"163,735",485
1990,WHEELER       ,Groundwater,901,0,145,0,"2,659",153
1990,WHEELER       ,Surfacewater,0,0,0,0,0,"1,380"
1990,WICHITA       ,Groundwater,"1,664",137,553,0,0,67
1990,WICHITA       ,Surfacewater,"22,003","1,785",0,0,"36,961",603
1990,WILBARGER     ,Groundwater,"3,158",651,0,0,"17,556",78
1990,WILBARGER     ,Surfacewater,10,0,21,"7,876",731,704
1990,WILLACY       ,Groundwater,0,0,0,0,0,17
1990,WILLACY       ,Surfacewater,"6,694",0,0,0,"50,500",157
1990,WILLIAMSON    ,Groundwater,"14,787",233,"1,654",0,18,150
1990,WILLIAMSON    ,Surfacewater,"9,695",93,59,0,142,"1,358"
1990,WILSON        ,Groundwater,"3,745",50,281,0,"11,642",180
1990,WILSON        ,Surfacewater,0,0,0,0,"2,055","1,633"
1990,WINKLER       ,Groundwater,"2,099",7,963,0,0,102
1990,WINKLER       ,Surfacewater,0,0,0,0,0,5
1990,WISE          ,Groundwater,"2,762",13,40,0,140,"1,078"
1990,WISE          ,Surfacewater,"1,889","4,905","3,113",0,201,"1,078"
1990,WOOD          ,Groundwater,"3,497",41,"3,161",0,219,726
1990,WOOD          ,Surfacewater,753,0,1,0,135,"1,090"
1990,YOAKUM        ,Groundwater,"1,815",0,"3,473",0,"122,409",141
1990,YOAKUM        ,Surfacewater,0,0,0,0,0,35
1990,YOUNG         ,Groundwater,95,17,537,0,307,105
1990,YOUNG         ,Surfacewater,"2,955",118,1,"2,300",166,949
1990,ZAPATA        ,Groundwater,0,0,0,0,0,80
1990,ZAPATA        ,Surfacewater,"1,852",0,0,0,"2,229",723
1990,ZAVALA        ,Groundwater,"2,349","1,306",116,0,"76,296",71
1990,ZAVALA        ,Surfacewater,0,0,0,0,"34,626",643
1991,ANDERSON      ,Groundwater,"4,928",118,318,0,26,709
1991,ANDERSON      ,Surfacewater,"3,051",14,0,0,349,"1,064"
1991,ANDREWS       ,Groundwater,"3,335",9,"3,974",0,"7,548",186
1991,ANDREWS       ,Surfacewater,0,0,0,0,0,46
1991,ANGELINA      ,Groundwater,"8,920","16,460",22,0,0,178
1991,ANGELINA      ,Surfacewater,3,"7,094",0,0,0,267
1991,ARANSAS       ,Groundwater,336,71,79,0,0,5
1991,ARANSAS       ,Surfacewater,"2,136",440,0,0,0,49
1991,ARCHER        ,Groundwater,170,0,0,0,0,214
1991,ARCHER        ,Surfacewater,"1,065",0,0,0,300,"1,926"
1991,ARMSTRONG     ,Groundwater,334,0,19,0,"11,691",529
1991,ARMSTRONG     ,Surfacewater,0,0,0,0,0,132
1991,ATASCOSA      ,Groundwater,"5,086",0,"1,428","6,637","49,666",164
1991,ATASCOSA      ,Surfacewater,0,0,0,0,0,"1,473"
1991,AUSTIN        ,Groundwater,"2,788",130,58,0,"9,042",168
1991,AUSTIN        ,Surfacewater,0,0,0,0,0,"1,510"
1991,BAILEY        ,Groundwater,"1,321",115,23,0,"200,866","1,138"
1991,BAILEY        ,Surfacewater,0,0,0,0,0,284
1991,BANDERA       ,Groundwater,"1,463",0,23,0,151,267
1991,BANDERA       ,Surfacewater,16,9,0,0,139,66
1991,BASTROP       ,Groundwater,"5,978",64,26,0,322,585
1991,BASTROP       ,Surfacewater,0,0,6,"2,911",322,879
1991,BAYLOR        ,Groundwater,897,0,40,0,887,96
1991,BAYLOR        ,Surfacewater,0,0,0,0,9,861
1991,BEE           ,Groundwater,"1,621",1,29,0,"3,551",111
1991,BEE           ,Surfacewater,"1,791",0,0,0,309,"1,000"
1991,BELL          ,Groundwater,"1,162",0,145,0,211,100
1991,BELL          ,Surfacewater,"28,047",488,0,0,544,901
1991,BEXAR         ,Groundwater,"211,173","14,801","3,265","1,149","18,715",139
1991,BEXAR         ,Surfacewater,0,43,423,"20,547","11,697","1,250"
1991,BLANCO        ,Groundwater,644,1,6,0,425,451
1991,BLANCO        ,Surfacewater,282,0,0,0,58,113
1991,BORDEN        ,Groundwater,124,0,"1,008",0,500,20
1991,BORDEN        ,Surfacewater,4,31,0,0,0,179
1991,BOSQUE        ,Groundwater,"1,989",502,"1,237",0,159,625
1991,BOSQUE        ,Surfacewater,1,0,0,0,975,625
1991,BOWIE         ,Groundwater,"2,590",17,21,0,0,632
1991,BOWIE         ,Surfacewater,"10,069","1,499",13,0,"4,166",948
1991,BRAZORIA      ,Groundwater,"18,888","4,062",220,0,"4,756",773
1991,BRAZORIA      ,Surfacewater,"7,843","181,839","1,152",0,"103,904",515
1991,BRAZOS        ,Groundwater,"24,621",171,25,"1,895","4,287",654
1991,BRAZOS        ,Surfacewater,0,0,0,"1,329","1,838",981
1991,BREWSTER      ,Groundwater,"1,438",3,696,0,300,729
1991,BREWSTER      ,Surfacewater,214,0,0,0,0,38
1991,BRISCOE       ,Groundwater,184,0,0,0,"33,651",162
1991,BRISCOE       ,Surfacewater,87,0,0,0,0,40
1991,BROOKS        ,Groundwater,"1,090",0,139,0,725,83
1991,BROOKS        ,Surfacewater,0,0,0,0,0,747
1991,BROWN         ,Groundwater,207,24,158,0,838,110
1991,BROWN         ,Surfacewater,"5,417",431,136,0,"2,605",997
1991,BURLESON      ,Groundwater,"1,841",33,29,0,"7,614",432
1991,BURLESON      ,Surfacewater,0,0,0,0,236,648
1991,BURNET        ,Groundwater,"1,165",222,98,0,114,421
1991,BURNET        ,Surfacewater,"2,103",373,775,0,186,421
1991,CALDWELL      ,Groundwater,"3,106",0,13,0,0,84
1991,CALDWELL      ,Surfacewater,"1,214",0,0,0,954,752
1991,CALHOUN       ,Groundwater,559,"1,635",15,69,"2,594",181
1991,CALHOUN       ,Surfacewater,"1,962","17,716",0,0,"39,445",121
1991,CALLAHAN      ,Groundwater,633,0,215,0,437,104
1991,CALLAHAN      ,Surfacewater,938,0,0,0,225,936
1991,CAMERON       ,Groundwater,"2,060",41,8,0,0,91
1991,CAMERON       ,Surfacewater,"46,489",684,0,"1,968","301,210",818
1991,CAMP          ,Groundwater,"1,527",1,15,0,78,276
1991,CAMP          ,Surfacewater,71,0,0,0,9,414
1991,CARSON        ,Groundwater,"1,317",688,"1,804",0,"138,159",964
1991,CARSON        ,Surfacewater,0,0,104,0,0,241
1991,CASS          ,Groundwater,"3,208",12,819,0,0,341
1991,CASS          ,Surfacewater,"1,122","82,035",223,0,0,511
1991,CASTRO        ,Groundwater,"1,680","1,886",0,0,"246,193","2,779"
1991,CASTRO        ,Surfacewater,0,0,0,0,0,695
1991,CHAMBERS      ,Groundwater,"1,743",2,"5,712",70,0,280
1991,CHAMBERS      ,Surfacewater,"1,116","4,236","8,884",402,"115,344",187
1991,CHEROKEE      ,Groundwater,"4,538",213,81,262,81,694
1991,CHEROKEE      ,Surfacewater,"1,661",186,2,"3,685",367,"1,040"
1991,CHILDRESS     ,Groundwater,1,0,0,0,"7,158",40
1991,CHILDRESS     ,Surfacewater,"1,158",0,20,0,0,364
1991,CLAY          ,Groundwater,470,0,508,0,306,210
1991,CLAY          ,Surfacewater,906,0,0,0,204,"1,893"
1991,COCHRAN       ,Groundwater,857,0,719,0,"35,127",488
1991,COCHRAN       ,Surfacewater,0,0,0,0,0,122
1991,COKE          ,Groundwater,55,0,170,0,316,41
1991,COKE          ,Surfacewater,553,0,166,476,69,370
1991,COLEMAN       ,Groundwater,0,0,15,0,0,102
1991,COLEMAN       ,Surfacewater,"1,595",1,0,0,"1,000",920
1991,COLLIN        ,Groundwater,"1,769",176,0,818,0,111
1991,COLLIN        ,Surfacewater,"53,347","1,623",349,"1,266",0,"1,002"
1991,COLLINGSWORTH ,Groundwater,667,0,0,0,"23,738",51
1991,COLLINGSWORTH ,Surfacewater,8,0,0,0,240,458
1991,COLORADO      ,Groundwater,"2,650",116,"2,569",0,"41,850",856
1991,COLORADO      ,Surfacewater,0,225,"21,363",0,"155,000",571
1991,COMAL         ,Groundwater,"9,335","5,185","2,985",0,403,259
1991,COMAL         ,Surfacewater,370,"2,471",0,0,8,64
1991,COMANCHE      ,Groundwater,859,3,80,0,"23,250",468
1991,COMANCHE      ,Surfacewater,908,22,0,0,"23,250","1,869"
1991,CONCHO        ,Groundwater,557,0,0,0,"2,797",456
1991,CONCHO        ,Surfacewater,45,0,0,0,699,114
1991,COOKE         ,Groundwater,"4,598",226,400,0,300,"1,010"
1991,COOKE         ,Surfacewater,0,0,237,0,0,"1,010"
1991,CORYELL       ,Groundwater,333,0,100,0,11,603
1991,CORYELL       ,Surfacewater,"8,549",4,0,0,269,603
1991,COTTLE        ,Groundwater,495,0,0,0,566,47
1991,COTTLE        ,Surfacewater,11,0,23,0,36,425
1991,CRANE         ,Groundwater,984,0,"2,661",0,50,146
1991,CRANE         ,Surfacewater,0,0,0,0,0,8
1991,CROCKETT      ,Groundwater,"1,420",18,388,"1,577",350,838
1991,CROCKETT      ,Surfacewater,0,0,0,0,0,210
1991,CROSBY        ,Groundwater,467,8,490,0,"111,863",226
1991,CROSBY        ,Surfacewater,690,0,308,0,0,56
1991,CULBERSON     ,Groundwater,673,1,"2,228",0,"8,812",466
1991,CULBERSON     ,Surfacewater,0,0,0,0,0,25
1991,DALLAM        ,Groundwater,"1,056",0,0,0,"159,217","1,674"
1991,DALLAM        ,Surfacewater,0,0,0,0,0,418
1991,DALLAS        ,Groundwater,"6,387","1,003","1,385",108,42,54
1991,DALLAS        ,Surfacewater,"404,934","23,134","1,595","10,965",38,489
1991,DAWSON        ,Groundwater,586,23,450,0,"46,688",82
1991,DAWSON        ,Surfacewater,"1,512",0,0,0,0,20
1991,DEAF SMITH    ,Groundwater,"4,030",745,0,0,"219,840","7,383"
1991,DEAF SMITH    ,Surfacewater,0,0,0,0,0,"1,846"
1991,DELTA         ,Groundwater,150,0,0,0,0,78
1991,DELTA         ,Surfacewater,412,0,0,0,625,702
1991,DENTON        ,Groundwater,"7,873",48,49,0,667,714
1991,DENTON        ,Surfacewater,"37,903",589,90,0,0,714
1991,DEWITT        ,Groundwater,"2,826",89,158,0,274,187
1991,DEWITT        ,Surfacewater,61,0,0,0,11,"1,686"
1991,DICKENS       ,Groundwater,150,0,12,0,"2,848",60
1991,DICKENS       ,Surfacewater,277,0,0,0,29,543
1991,DIMMIT        ,Groundwater,"2,378",9,920,0,"3,579",807
1991,DIMMIT        ,Surfacewater,0,0,0,0,"3,820",201
1991,DONLEY        ,Groundwater,85,0,22,0,"10,184",67
1991,DONLEY        ,Surfacewater,487,0,0,0,0,604
1991,DUVAL         ,Groundwater,"1,970",0,"3,768",0,"2,134",119
1991,DUVAL         ,Surfacewater,0,0,0,0,0,"1,072"
1991,EASTLAND      ,Groundwater,312,1,264,0,"8,710",94
1991,EASTLAND      ,Surfacewater,"3,102",16,4,0,"4,290",838
1991,ECTOR         ,Groundwater,"10,097","1,332","8,658",0,"5,092",286
1991,ECTOR         ,Surfacewater,"14,975",652,0,0,566,15
1991,EDWARDS       ,Groundwater,365,0,6,0,0,480
1991,EDWARDS       ,Surfacewater,0,0,0,0,220,120
1991,EL PASO       ,Groundwater,"91,495","10,042",150,"4,257","1,464",679
1991,EL PASO       ,Surfacewater,"23,805","1,312",14,0,"170,533",36
1991,ELLIS         ,Groundwater,"3,996","2,286",90,0,12,106
1991,ELLIS         ,Surfacewater,"8,583","1,083",0,0,108,954
1991,ERATH         ,Groundwater,"3,622",28,0,0,"4,404","2,998"
1991,ERATH         ,Surfacewater,478,13,0,0,"4,771","2,998"
1991,FALLS         ,Groundwater,855,0,133,0,804,181
1991,FALLS         ,Surfacewater,"1,768",0,0,0,"1,205","1,628"
1991,FANNIN        ,Groundwater,"2,222",3,0,142,64,138
1991,FANNIN        ,Surfacewater,"1,489",28,0,"3,280",572,"1,237"
1991,FAYETTE       ,Groundwater,"2,940",42,39,0,80,207
1991,FAYETTE       ,Surfacewater,0,0,0,"13,210",320,"1,866"
1991,FISHER        ,Groundwater,150,130,466,0,"1,333",93
1991,FISHER        ,Surfacewater,587,19,2,0,0,833
1991,FLOYD         ,Groundwater,255,0,64,0,"141,392",696
1991,FLOYD         ,Surfacewater,841,1,0,0,0,174
1991,FOARD         ,Groundwater,23,0,0,0,"3,567",22
1991,FOARD         ,Surfacewater,282,0,22,0,0,200
1991,FORT BEND     ,Groundwater,"37,476","3,798",316,"3,880","39,178",682
1991,FORT BEND     ,Surfacewater,"2,760","13,689",0,"28,804","7,857",455
1991,FRANKLIN      ,Groundwater,282,0,"1,399",0,0,516
1991,FRANKLIN      ,Surfacewater,"1,311",0,0,0,33,773
1991,FREESTONE     ,Groundwater,"1,738",0,34,155,25,382
1991,FREESTONE     ,Surfacewater,261,0,171,"14,940",0,572
1991,FRIO          ,Groundwater,"3,060",0,222,51,"89,352",112
1991,FRIO          ,Surfacewater,0,0,0,0,"1,824","1,006"
1991,GAINES        ,Groundwater,"2,844",277,"3,024",0,"430,758",452
1991,GAINES        ,Surfacewater,0,0,0,0,0,113
1991,GALVESTON     ,Groundwater,"4,737",303,60,4,612,149
1991,GALVESTON     ,Surfacewater,"28,156","64,009",26,"1,152","16,626",100
1991,GARZA         ,Groundwater,158,0,568,0,"3,326",42
1991,GARZA         ,Surfacewater,823,2,0,0,0,385
1991,GILLESPIE     ,Groundwater,"3,122",208,9,0,"1,943",544
1991,GILLESPIE     ,Surfacewater,0,156,0,0,290,544
1991,GLASSCOCK     ,Groundwater,210,0,9,0,"35,618",223
1991,GLASSCOCK     ,Surfacewater,0,0,0,0,0,56
1991,GOLIAD        ,Groundwater,867,0,13,93,185,90
1991,GOLIAD        ,Surfacewater,0,0,0,"6,763",433,815
1991,GONZALES      ,Groundwater,"1,433",389,33,0,"1,295",420
1991,GONZALES      ,Surfacewater,"2,109",243,0,0,863,"3,775"
1991,GRAY          ,Groundwater,"3,759","3,200","1,392",0,"31,707",145
1991,GRAY          ,Surfacewater,"1,484",0,0,0,0,"1,307"
1991,GRAYSON       ,Groundwater,"9,371","5,117",809,0,"1,296",103
1991,GRAYSON       ,Surfacewater,"3,899",596,243,0,13,932
1991,GREGG         ,Groundwater,"1,874",262,11,1,0,94
1991,GREGG         ,Surfacewater,"16,197","14,439",92,444,0,141
1991,GRIMES        ,Groundwater,"2,350",172,31,0,35,697
1991,GRIMES        ,Surfacewater,0,0,147,"7,710",90,"1,046"
1991,GUADALUPE     ,Groundwater,"5,083",261,15,0,"1,214",105
1991,GUADALUPE     ,Surfacewater,"4,266","1,111",170,0,304,947
1991,HALE          ,Groundwater,"4,587","1,628",111,0,"306,628",700
1991,HALE          ,Surfacewater,"1,553",18,0,0,0,175
1991,HALL          ,Groundwater,653,0,22,0,"9,642",42
1991,HALL          ,Surfacewater,142,0,0,0,0,375
1991,HAMILTON      ,Groundwater,682,0,0,0,"1,228",147
1991,HAMILTON      ,Surfacewater,789,1,0,0,431,"1,324"
1991,HANSFORD      ,Groundwater,"1,347",53,"1,250",0,"258,308","1,672"
1991,HANSFORD      ,Surfacewater,0,0,0,0,0,"2,508"
1991,HARDEMAN      ,Groundwater,136,0,0,0,"4,905",186
1991,HARDEMAN      ,Surfacewater,701,228,4,"4,513",100,280
1991,HARDIN        ,Groundwater,"4,936",82,28,0,"2,200",14
1991,HARDIN        ,Surfacewater,0,0,"8,793",0,0,127
1991,HARRIS        ,Groundwater,"312,444","29,916",358,"4,763","18,240",630
1991,HARRIS        ,Surfacewater,"196,893","296,073",647,"8,906","3,217",157
1991,HARRISON      ,Groundwater,"2,816",110,195,0,50,101
1991,HARRISON      ,Surfacewater,"5,455","100,845",201,"4,777",50,909
1991,HARTLEY       ,Groundwater,816,0,0,0,"148,158","1,520"
1991,HARTLEY       ,Surfacewater,0,0,0,0,0,"1,520"
1991,HASKELL       ,Groundwater,193,0,101,0,"23,329",69
1991,HASKELL       ,Surfacewater,633,0,0,371,0,278
1991,HAYS          ,Groundwater,"11,305",284,53,0,0,69
1991,HAYS          ,Surfacewater,144,0,0,0,320,622
1991,HEMPHILL      ,Groundwater,743,2,0,0,"2,866",446
1991,HEMPHILL      ,Surfacewater,0,0,0,0,0,670
1991,HENDERSON     ,Groundwater,"3,501",22,200,1,21,"1,198"
1991,HENDERSON     ,Surfacewater,"3,684",42,0,974,9,799
1991,HIDALGO       ,Groundwater,"5,578",441,632,0,"19,795",406
1991,HIDALGO       ,Surfacewater,"66,013","1,822",0,"1,916","597,329",609
1991,HILL          ,Groundwater,"2,272",31,120,0,54,130
1991,HILL          ,Surfacewater,"1,200",23,0,0,229,"1,164"
1991,HOCKLEY       ,Groundwater,"1,698",0,"3,678",0,"90,992",270
1991,HOCKLEY       ,Surfacewater,"1,782",0,0,0,919,67
1991,HOOD          ,Groundwater,"3,154",10,170,53,0,285
1991,HOOD          ,Surfacewater,660,0,0,"5,027","3,800",285
1991,HOPKINS       ,Groundwater,"1,308",0,147,0,0,"2,443"
1991,HOPKINS       ,Surfacewater,"3,601",365,3,0,"2,400","3,666"
1991,HOUSTON       ,Groundwater,"1,658",1,181,0,23,816
1991,HOUSTON       ,Surfacewater,"1,672",168,0,0,265,"1,224"
1991,HOWARD        ,Groundwater,838,397,326,279,"2,152",197
1991,HOWARD        ,Surfacewater,"6,187","1,622",0,"1,568",538,49
1991,HUDSPETH      ,Groundwater,289,3,0,0,"52,593",344
1991,HUDSPETH      ,Surfacewater,0,0,0,0,"75,624",18
1991,HUNT          ,Groundwater,"1,702",28,67,0,0,115
1991,HUNT          ,Surfacewater,"8,654",444,0,7,354,"1,032"
1991,HUTCHINSON    ,Groundwater,"2,447","15,243",482,0,"61,525",67
1991,HUTCHINSON    ,Surfacewater,"1,242","1,680",0,0,0,607
1991,IRION         ,Groundwater,204,0,4,0,906,344
1991,IRION         ,Surfacewater,0,0,0,0,"2,015",86
1991,JACK          ,Groundwater,374,0,229,0,12,89
1991,JACK          ,Surfacewater,533,0,370,0,0,800
1991,JACKSON       ,Groundwater,"1,805",2,121,0,"72,878",535
1991,JACKSON       ,Surfacewater,0,0,0,0,"6,088",357
1991,JASPER        ,Groundwater,"4,303","45,336",4,0,0,136
1991,JASPER        ,Surfacewater,0,"11,460",0,0,150,204
1991,JEFF DAVIS    ,Groundwater,305,0,0,0,"2,226",523
1991,JEFF DAVIS    ,Surfacewater,12,0,0,0,0,28
1991,JEFFERSON     ,Groundwater,"10,217",691,14,370,0,284
1991,JEFFERSON     ,Surfacewater,"27,162","136,121",292,0,"198,140",189
1991,JIM HOGG      ,Groundwater,818,0,28,0,150,54
1991,JIM HOGG      ,Surfacewater,0,0,0,0,0,489
1991,JIM WELLS     ,Groundwater,"2,479",0,326,0,"1,064",91
1991,JIM WELLS     ,Surfacewater,"4,112",0,0,0,0,821
1991,JOHNSON       ,Groundwater,"5,560",467,332,0,0,945
1991,JOHNSON       ,Surfacewater,"7,496",196,0,0,0,945
1991,JONES         ,Groundwater,3,0,293,0,"2,063",53
1991,JONES         ,Surfacewater,"2,875",385,0,"2,181",336,480
1991,KARNES        ,Groundwater,"1,980",346,112,0,"1,440",140
1991,KARNES        ,Surfacewater,0,0,0,0,160,"1,257"
1991,KAUFMAN       ,Groundwater,176,0,0,0,8,132
1991,KAUFMAN       ,Surfacewater,"7,100",287,75,0,772,"1,191"
1991,KENDALL       ,Groundwater,"1,524",2,6,0,274,319
1991,KENDALL       ,Surfacewater,544,0,0,0,106,80
1991,KENEDY        ,Groundwater,40,0,4,0,0,109
1991,KENEDY        ,Surfacewater,0,0,0,0,0,977
1991,KENT          ,Groundwater,211,0,785,0,757,27
1991,KENT          ,Surfacewater,5,0,0,0,0,243
1991,KERR          ,Groundwater,"2,552",2,176,0,187,320
1991,KERR          ,Surfacewater,"3,109",19,0,0,663,79
1991,KIMBLE        ,Groundwater,190,31,91,0,229,363
1991,KIMBLE        ,Surfacewater,849,"1,265",0,0,861,91
1991,KING          ,Groundwater,226,0,0,0,50,60
1991,KING          ,Surfacewater,0,0,0,0,0,545
1991,KINNEY        ,Groundwater,"1,036",0,0,0,"6,689",519
1991,KINNEY        ,Surfacewater,0,0,0,0,"1,180",129
1991,KLEBERG       ,Groundwater,"4,991",0,"1,101",0,406,178
1991,KLEBERG       ,Surfacewater,475,0,0,0,31,"1,606"
1991,KNOX          ,Groundwater,122,0,14,0,"27,790",64
1991,KNOX          ,Surfacewater,729,0,11,0,0,578
1991,LA SALLE      ,Groundwater,"1,335",0,0,0,"6,278",101
1991,LA SALLE      ,Surfacewater,0,0,0,0,"2,322",909
1991,LAMAR         ,Groundwater,736,0,0,0,0,154
1991,LAMAR         ,Surfacewater,"8,150","6,683",22,0,"4,250","1,385"
1991,LAMB          ,Groundwater,"2,596",363,138,"10,408","284,386","1,773"
1991,LAMB          ,Surfacewater,0,0,0,0,0,443
1991,LAMPASAS      ,Groundwater,492,0,194,0,95,337
1991,LAMPASAS      ,Surfacewater,"1,767",104,0,0,85,337
1991,LAVACA        ,Groundwater,"2,804",279,35,0,"12,279",207
1991,LAVACA        ,Surfacewater,3,0,0,0,251,"1,853"
1991,LEE           ,Groundwater,"2,822",6,16,0,164,572
1991,LEE           ,Surfacewater,0,0,0,0,119,858
1991,LEON          ,Groundwater,"1,672",162,448,0,0,"1,359"
1991,LEON          ,Surfacewater,0,0,"1,618",0,0,906
1991,LIBERTY       ,Groundwater,"7,873",427,"8,546",0,"9,477",241
1991,LIBERTY       ,Surfacewater,0,0,0,0,"91,976",161
1991,LIMESTONE     ,Groundwater,"1,578",398,807,"1,153",0,177
1991,LIMESTONE     ,Surfacewater,985,3,0,"16,274",0,"1,591"
1991,LIPSCOMB      ,Groundwater,792,69,6,0,"15,217",93
1991,LIPSCOMB      ,Surfacewater,0,0,0,0,0,840
1991,LIVE OAK      ,Groundwater,"1,307",455,"4,207",0,"2,123",597
1991,LIVE OAK      ,Surfacewater,520,731,0,0,210,597
1991,LLANO         ,Groundwater,152,0,152,0,"1,043",883
1991,LLANO         ,Surfacewater,"2,097",0,0,"1,176",79,46
1991,LOVING        ,Groundwater,13,0,4,0,0,30
1991,LOVING        ,Surfacewater,0,0,0,0,100,7
1991,LUBBOCK       ,Groundwater,"8,588",421,313,0,"172,459","1,550"
1991,LUBBOCK       ,Surfacewater,"30,672","1,079",0,"1,549","1,742",388
1991,LYNN          ,Groundwater,525,0,145,0,"31,352",222
1991,LYNN          ,Surfacewater,428,0,0,0,"3,101",56
1991,MADISON       ,Groundwater,"2,045",69,23,0,0,446
1991,MADISON       ,Surfacewater,0,3,0,0,50,669
1991,MARION        ,Groundwater,801,0,53,0,0,66
1991,MARION        ,Surfacewater,590,0,16,457,0,99
